                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           23 May 2023 02:03:17
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_110101, Satellite-KinoSat_110102, Satellite-KinoSat_110103, Satellite-KinoSat_110104, Satellite-KinoSat_110105, Satellite-KinoSat_110106, Satellite-KinoSat_110107, Satellite-KinoSat_110108, Satellite-KinoSat_110109, Satellite-KinoSat_110110, Satellite-KinoSat_110201, Satellite-KinoSat_110202, Satellite-KinoSat_110203, Satellite-KinoSat_110204, Satellite-KinoSat_110205, Satellite-KinoSat_110206, Satellite-KinoSat_110207, Satellite-KinoSat_110208, Satellite-KinoSat_110209, Satellite-KinoSat_110210, Satellite-KinoSat_110301, Satellite-KinoSat_110302, Satellite-KinoSat_110303, Satellite-KinoSat_110304, Satellite-KinoSat_110305, Satellite-KinoSat_110306, Satellite-KinoSat_110307, Satellite-KinoSat_110308, Satellite-KinoSat_110309, Satellite-KinoSat_110310, Satellite-KinoSat_110401, Satellite-KinoSat_110402, Satellite-KinoSat_110403, Satellite-KinoSat_110404, Satellite-KinoSat_110405, Satellite-KinoSat_110406, Satellite-KinoSat_110407, Satellite-KinoSat_110408, Satellite-KinoSat_110409, Satellite-KinoSat_110410, Satellite-KinoSat_110501, Satellite-KinoSat_110502, Satellite-KinoSat_110503, Satellite-KinoSat_110504, Satellite-KinoSat_110505, Satellite-KinoSat_110506, Satellite-KinoSat_110507, Satellite-KinoSat_110508, Satellite-KinoSat_110509, Satellite-KinoSat_110510:  Access Summary Report


Russia-To-KinoSat_110101
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                       7     2 Jun 2027 03:14:05.620     2 Jun 2027 03:21:46.776           461.155
                       8     2 Jun 2027 03:22:14.397     2 Jun 2027 03:22:46.430            32.033
                       9     2 Jun 2027 04:51:42.903     2 Jun 2027 04:59:09.076           446.173
                      10     2 Jun 2027 06:28:28.931     2 Jun 2027 06:34:26.236           357.305
                      11     2 Jun 2027 06:34:40.902     2 Jun 2027 06:35:11.457            30.555
                      12     2 Jun 2027 08:06:34.011     2 Jun 2027 08:10:42.662           248.651
                      13     2 Jun 2027 09:40:21.880     2 Jun 2027 09:47:08.471           406.591
                      14     3 Jun 2027 03:25:37.949     3 Jun 2027 03:33:54.149           496.200
                      15     3 Jun 2027 03:34:11.708     3 Jun 2027 03:35:12.517            60.809
                      16     3 Jun 2027 05:03:43.602     3 Jun 2027 05:11:10.331           446.729
                      17     3 Jun 2027 06:40:37.939     3 Jun 2027 06:45:44.708           306.769
                      18     3 Jun 2027 06:45:56.103     3 Jun 2027 06:47:04.213            68.109
                      19     3 Jun 2027 08:17:46.840     3 Jun 2027 08:22:40.932           294.093
                      20     3 Jun 2027 09:52:36.915     3 Jun 2027 09:53:33.854            56.940
                      21     3 Jun 2027 09:54:28.791     3 Jun 2027 09:57:50.440           201.650
                      22     4 Jun 2027 03:38:38.333     4 Jun 2027 03:47:11.870           513.537
                      23     4 Jun 2027 05:16:09.379     4 Jun 2027 05:22:55.744           406.364
                      24     4 Jun 2027 06:53:05.620     4 Jun 2027 06:57:35.385           269.765
                      25     4 Jun 2027 06:57:40.489     4 Jun 2027 06:58:57.021            76.532
                      26     4 Jun 2027 08:29:59.620     4 Jun 2027 08:34:35.223           275.602
                      27     4 Jun 2027 10:07:09.791     4 Jun 2027 10:09:37.221           147.430
                      28     5 Jun 2027 03:49:18.858     5 Jun 2027 03:49:29.405            10.548
                      29     5 Jun 2027 03:51:17.109     5 Jun 2027 03:58:05.127           408.018
                      30     5 Jun 2027 03:58:08.110     5 Jun 2027 03:59:06.157            58.047
                      31     5 Jun 2027 05:28:16.007     5 Jun 2027 05:35:00.303           404.296
                      32     5 Jun 2027 07:05:38.692     5 Jun 2027 07:09:41.261           242.569
                      33     5 Jun 2027 07:09:43.772     5 Jun 2027 07:10:22.643            38.871
                      34     5 Jun 2027 08:42:01.582     5 Jun 2027 08:47:06.687           305.105
                      35     5 Jun 2027 10:20:18.178     5 Jun 2027 10:20:58.117            39.939
                      36     6 Jun 2027 04:04:31.029     6 Jun 2027 04:11:08.315           397.286
                      37     6 Jun 2027 05:40:49.583     6 Jun 2027 05:47:06.220           376.637
                      38     6 Jun 2027 07:18:12.465     6 Jun 2027 07:22:45.248           272.783
                      39     6 Jun 2027 08:54:22.910     6 Jun 2027 08:58:58.974           276.064
                      40     7 Jun 2027 04:16:32.240     7 Jun 2027 04:23:14.371           402.131
                      41     7 Jun 2027 05:52:28.082     7 Jun 2027 05:58:48.038           379.955
                      42     7 Jun 2027 07:30:26.422     7 Jun 2027 07:34:51.252           264.830
                      43     7 Jun 2027 09:06:18.006     7 Jun 2027 09:10:31.695           253.689
                      44     7 Jun 2027 09:10:37.682     7 Jun 2027 09:11:29.846            52.163
                      45     8 Jun 2027 04:27:47.854     8 Jun 2027 04:35:20.882           453.027
                      46     8 Jun 2027 06:04:37.614     8 Jun 2027 06:10:50.598           372.984
                      47     8 Jun 2027 07:42:48.984     8 Jun 2027 07:46:45.792           236.808
                      48     8 Jun 2027 09:16:06.849     8 Jun 2027 09:22:30.022           383.173
                      49     8 Jun 2027 09:22:46.949     8 Jun 2027 09:23:52.477            65.529
                      50     9 Jun 2027 03:02:55.966     9 Jun 2027 03:04:15.881            79.915
                      51     9 Jun 2027 03:04:47.308     9 Jun 2027 03:09:41.617           294.309
                      52     9 Jun 2027 04:39:55.595     9 Jun 2027 04:47:20.607           445.012
                      53     9 Jun 2027 06:16:53.586     9 Jun 2027 06:22:47.902           354.316
                      54     9 Jun 2027 07:54:49.910     9 Jun 2027 07:58:48.414           238.503
                      55     9 Jun 2027 09:28:09.919     9 Jun 2027 09:35:53.260           463.341
                      56    10 Jun 2027 03:14:19.463    10 Jun 2027 03:22:01.602           462.139
                      57    10 Jun 2027 03:22:28.987    10 Jun 2027 03:23:01.132            32.145
                      58    10 Jun 2027 04:51:57.465    10 Jun 2027 04:59:23.697           446.232
                      59    10 Jun 2027 06:28:43.696    10 Jun 2027 06:34:40.749           357.053
                      60    10 Jun 2027 06:34:59.608    10 Jun 2027 06:35:26.418            26.809
                      61    10 Jun 2027 08:06:48.747    10 Jun 2027 08:10:57.244           248.496
                      62    10 Jun 2027 09:40:37.155    10 Jun 2027 09:47:22.980           405.825
                      63    11 Jun 2027 03:25:52.461    11 Jun 2027 03:34:08.854           496.393
                      64    11 Jun 2027 03:34:26.304    11 Jun 2027 03:35:27.161            60.856
                      65    11 Jun 2027 05:03:58.239    11 Jun 2027 05:11:24.859           446.620
                      66    11 Jun 2027 06:40:52.872    11 Jun 2027 06:45:59.257           306.385
                      67    11 Jun 2027 06:46:10.747    11 Jun 2027 06:47:18.646            67.899
                      68    11 Jun 2027 08:18:01.476    11 Jun 2027 08:22:55.517           294.041
                      69    11 Jun 2027 09:52:52.125    11 Jun 2027 09:53:59.786            67.660
                      70    11 Jun 2027 09:54:43.390    11 Jun 2027 09:58:04.939           201.549
                      71    12 Jun 2027 03:38:53.002    12 Jun 2027 03:47:26.494           513.491
                      72    12 Jun 2027 05:16:24.531    12 Jun 2027 05:23:10.451           405.920
                      73    12 Jun 2027 06:53:20.652    12 Jun 2027 06:57:50.041           269.390
                      74    12 Jun 2027 06:57:54.991    12 Jun 2027 06:59:11.622            76.631
                      75    12 Jun 2027 08:30:14.499    12 Jun 2027 08:34:49.613           275.114
                      76    12 Jun 2027 10:07:24.600    12 Jun 2027 10:09:51.678           147.078
                      77    13 Jun 2027 03:49:33.097    13 Jun 2027 03:49:43.998            10.901
                      78    13 Jun 2027 03:51:31.654    13 Jun 2027 03:58:19.773           408.119
                      79    13 Jun 2027 03:58:22.777    13 Jun 2027 03:59:20.791            58.015
                      80    13 Jun 2027 05:28:30.425    13 Jun 2027 05:35:14.982           404.557
                      81    13 Jun 2027 07:05:54.855    13 Jun 2027 07:09:56.061           241.206
                      82    13 Jun 2027 07:09:58.690    13 Jun 2027 07:10:37.463            38.772
                      83    13 Jun 2027 08:42:16.767    13 Jun 2027 08:47:07.937           291.170
                      84    13 Jun 2027 10:20:34.525    13 Jun 2027 10:21:06.035            31.510

Min Duration          28     5 Jun 2027 03:49:18.858     5 Jun 2027 03:49:29.405            10.548
Max Duration          22     4 Jun 2027 03:38:38.333     4 Jun 2027 03:47:11.870           513.537
Mean Duration                                                                              263.576
Total Duration                                                                           22140.418


Russia-To-KinoSat_110501
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 04:23:08.289     1 Jun 2027 04:23:26.810            18.521
                       2     1 Jun 2027 04:24:55.469     1 Jun 2027 04:31:50.337           414.868
                       3     1 Jun 2027 04:31:52.394     1 Jun 2027 04:32:53.511            61.117
                       4     1 Jun 2027 06:01:59.981     1 Jun 2027 06:08:42.704           402.722
                       5     1 Jun 2027 07:38:56.069     1 Jun 2027 07:43:20.207           264.138
                       6     1 Jun 2027 07:43:20.892     1 Jun 2027 07:43:56.000            35.108
                       7     1 Jun 2027 09:15:42.657     1 Jun 2027 09:20:24.466           281.810
                       8     1 Jun 2027 10:53:54.706     1 Jun 2027 10:54:52.789            58.083
                       9     2 Jun 2027 03:03:01.978     2 Jun 2027 03:06:31.689           209.711
                      10     2 Jun 2027 04:38:06.886     2 Jun 2027 04:44:54.672           407.786
                      11     2 Jun 2027 06:14:28.703     2 Jun 2027 06:20:49.123           380.421
                      12     2 Jun 2027 07:51:59.140     2 Jun 2027 07:56:25.184           266.044
                      13     2 Jun 2027 09:28:03.770     2 Jun 2027 09:32:18.279           254.509
                      14     3 Jun 2027 03:15:06.592     3 Jun 2027 03:18:31.785           205.193
                      15     3 Jun 2027 04:50:16.901     3 Jun 2027 04:56:53.221           396.320
                      16     3 Jun 2027 06:26:31.947     3 Jun 2027 06:32:21.628           349.681
                      17     3 Jun 2027 06:32:30.310     3 Jun 2027 06:32:38.797             8.487
                      18     3 Jun 2027 08:04:04.653     3 Jun 2027 08:08:36.217           271.564
                      19     3 Jun 2027 09:40:05.967     3 Jun 2027 09:44:17.967           252.000
                      20     3 Jun 2027 09:44:22.117     3 Jun 2027 09:45:05.939            43.822
                      21     4 Jun 2027 03:26:50.201     4 Jun 2027 03:31:04.140           253.939
                      22     4 Jun 2027 05:01:41.426     4 Jun 2027 05:09:03.546           442.120
                      23     4 Jun 2027 06:38:17.094     4 Jun 2027 06:44:40.870           383.776
                      24     4 Jun 2027 08:16:34.701     4 Jun 2027 08:20:29.512           234.811
                      25     4 Jun 2027 09:49:55.540     4 Jun 2027 09:50:03.238             7.697
                      26     4 Jun 2027 09:51:54.585     4 Jun 2027 09:56:06.721           252.136
                      27     4 Jun 2027 09:56:26.195     4 Jun 2027 09:57:24.587            58.392
                      28     5 Jun 2027 03:37:03.259     5 Jun 2027 03:38:02.169            58.909
                      29     5 Jun 2027 03:38:35.186     5 Jun 2027 03:43:22.718           287.532
                      30     5 Jun 2027 05:13:33.466     5 Jun 2027 05:21:03.891           450.425
                      31     5 Jun 2027 06:50:38.137     5 Jun 2027 06:56:28.668           350.531
                      32     5 Jun 2027 06:56:30.644     5 Jun 2027 06:56:49.165            18.521
                      33     5 Jun 2027 08:28:32.369     5 Jun 2027 08:32:32.028           239.660
                      34     5 Jun 2027 10:01:40.898     5 Jun 2027 10:08:05.830           384.932
                      35     5 Jun 2027 10:08:25.355     5 Jun 2027 10:09:37.141            71.787
                      36     6 Jun 2027 03:48:12.934     6 Jun 2027 03:50:15.799           122.866
                      37     6 Jun 2027 03:50:22.276     6 Jun 2027 03:55:42.631           320.355
                      38     6 Jun 2027 03:56:14.391     6 Jun 2027 03:56:42.898            28.508
                      39     6 Jun 2027 05:25:46.589     6 Jun 2027 05:33:07.348           440.759
                      40     6 Jun 2027 07:02:29.097     6 Jun 2027 07:08:42.411           373.313
                      41     6 Jun 2027 07:08:46.601     6 Jun 2027 07:09:07.014            20.413
                      42     6 Jun 2027 08:40:32.218     6 Jun 2027 08:44:41.708           249.490
                      43     6 Jun 2027 10:14:09.555     6 Jun 2027 10:21:32.939           443.385
                      44     7 Jun 2027 03:59:43.636     7 Jun 2027 04:07:51.197           487.561
                      45     7 Jun 2027 04:08:11.364     7 Jun 2027 04:09:09.784            58.420
                      46     7 Jun 2027 05:37:40.489     7 Jun 2027 05:45:08.730           448.241
                      47     7 Jun 2027 07:14:34.761     7 Jun 2027 07:19:56.936           322.175
                      48     7 Jun 2027 07:20:15.909     7 Jun 2027 07:21:06.527            50.618
                      49     7 Jun 2027 08:52:18.559     7 Jun 2027 08:56:40.217           261.657
                      50     7 Jun 2027 10:26:32.558     7 Jun 2027 10:27:33.811            61.254
                      51     7 Jun 2027 10:28:18.092     7 Jun 2027 10:31:53.206           215.114
                      52     8 Jun 2027 04:12:37.170     8 Jun 2027 04:21:10.743           513.572
                      53     8 Jun 2027 05:50:01.224     8 Jun 2027 05:57:02.155           420.931
                      54     8 Jun 2027 07:27:05.133     8 Jun 2027 07:31:34.344           269.210
                      55     8 Jun 2027 07:31:41.872     8 Jun 2027 07:32:55.354            73.483
                      56     8 Jun 2027 09:03:49.783     8 Jun 2027 09:08:38.251           288.468
                      57     8 Jun 2027 10:39:05.902     8 Jun 2027 10:39:14.395             8.493
                      58     8 Jun 2027 10:40:46.937     8 Jun 2027 10:43:38.032           171.096
                      59     9 Jun 2027 04:25:10.132     9 Jun 2027 04:32:04.919           414.786
                      60     9 Jun 2027 04:32:06.980     9 Jun 2027 04:33:08.030            61.050
                      61     9 Jun 2027 06:02:14.719     9 Jun 2027 06:08:57.317           402.598
                      62     9 Jun 2027 07:39:10.613     9 Jun 2027 07:44:10.933           300.320
                      63     9 Jun 2027 09:15:57.156     9 Jun 2027 09:20:39.364           282.208
                      64     9 Jun 2027 10:54:09.411     9 Jun 2027 10:55:07.146            57.735
                      65    10 Jun 2027 03:03:16.625    10 Jun 2027 03:06:46.551           209.926
                      66    10 Jun 2027 04:38:21.628    10 Jun 2027 04:45:09.260           407.632
                      67    10 Jun 2027 06:14:43.625    10 Jun 2027 06:21:03.801           380.176
                      68    10 Jun 2027 07:52:13.773    10 Jun 2027 07:56:40.037           266.263
                      69    10 Jun 2027 09:28:18.483    10 Jun 2027 09:32:32.977           254.493
                      70    11 Jun 2027 03:15:21.119    11 Jun 2027 03:18:46.210           205.091
                      71    11 Jun 2027 04:50:31.626    11 Jun 2027 04:57:07.814           396.188
                      72    11 Jun 2027 06:26:45.955    11 Jun 2027 06:32:36.346           350.391
                      73    11 Jun 2027 06:32:45.098    11 Jun 2027 06:32:53.185             8.086
                      74    11 Jun 2027 08:04:19.353    11 Jun 2027 08:08:50.711           271.358
                      75    11 Jun 2027 09:40:20.664    11 Jun 2027 09:44:32.503           251.838
                      76    11 Jun 2027 09:44:36.604    11 Jun 2027 09:45:20.885            44.281
                      77    12 Jun 2027 03:27:04.874    12 Jun 2027 03:31:18.771           253.897
                      78    12 Jun 2027 05:01:55.831    12 Jun 2027 05:09:18.208           442.377
                      79    12 Jun 2027 06:38:31.647    12 Jun 2027 06:44:55.469           383.822
                      80    12 Jun 2027 08:16:49.307    12 Jun 2027 08:20:44.141           234.834
                      81    12 Jun 2027 09:50:09.905    12 Jun 2027 09:50:19.531             9.626
                      82    12 Jun 2027 09:52:09.166    12 Jun 2027 09:56:21.695           252.529
                      83    12 Jun 2027 09:56:41.111    12 Jun 2027 09:57:39.291            58.180
                      84    13 Jun 2027 03:37:17.248    13 Jun 2027 03:38:17.066            59.819
                      85    13 Jun 2027 03:38:49.492    13 Jun 2027 03:43:37.753           288.261
                      86    13 Jun 2027 05:13:48.508    13 Jun 2027 05:21:18.561           450.052
                      87    13 Jun 2027 06:50:52.703    13 Jun 2027 06:56:43.398           350.695
                      88    13 Jun 2027 06:56:46.312    13 Jun 2027 06:57:03.417            17.105
                      89    13 Jun 2027 08:28:46.973    13 Jun 2027 08:32:46.635           239.662
                      90    13 Jun 2027 10:01:58.796    13 Jun 2027 10:08:20.849           382.052
                      91    13 Jun 2027 10:08:39.652    13 Jun 2027 10:09:52.252            72.600

Min Duration          25     4 Jun 2027 09:49:55.540     4 Jun 2027 09:50:03.238             7.697
Max Duration          52     8 Jun 2027 04:12:37.170     8 Jun 2027 04:21:10.743           513.572
Mean Duration                                                                              239.411
Total Duration                                                                           21786.387


Russia-To-KinoSat_110502
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 04:14:47.485     1 Jun 2027 04:23:21.128           513.643
                       2     1 Jun 2027 05:52:14.673     1 Jun 2027 05:59:04.758           410.085
                       3     1 Jun 2027 07:29:14.704     1 Jun 2027 07:33:44.438           269.733
                       4     1 Jun 2027 07:33:50.454     1 Jun 2027 07:35:06.188            75.733
                       5     1 Jun 2027 09:06:08.690     1 Jun 2027 09:10:45.290           276.601
                       6     1 Jun 2027 10:43:17.957     1 Jun 2027 10:45:47.143           149.186
                       7     2 Jun 2027 04:25:30.331     2 Jun 2027 04:25:38.790             8.459
                       8     2 Jun 2027 04:27:26.329     2 Jun 2027 04:34:14.170           407.841
                       9     2 Jun 2027 04:34:17.278     2 Jun 2027 04:35:15.338            58.061
                      10     2 Jun 2027 06:04:24.255     2 Jun 2027 06:11:09.245           404.989
                      11     2 Jun 2027 07:41:40.995     2 Jun 2027 07:45:49.902           248.907
                      12     2 Jun 2027 07:45:52.122     2 Jun 2027 07:46:30.955            38.833
                      13     2 Jun 2027 09:18:09.652     2 Jun 2027 09:23:16.254           306.602
                      14     2 Jun 2027 10:56:26.110     2 Jun 2027 10:57:10.075            43.965
                      15     3 Jun 2027 03:05:28.590     3 Jun 2027 03:09:07.365           218.775
                      16     3 Jun 2027 04:40:39.161     3 Jun 2027 04:47:17.439           398.278
                      17     3 Jun 2027 06:16:58.306     3 Jun 2027 06:23:15.249           376.943
                      18     3 Jun 2027 07:54:22.020     3 Jun 2027 07:58:53.911           271.891
                      19     3 Jun 2027 09:30:34.406     3 Jun 2027 09:34:46.584           252.178
                      20     4 Jun 2027 03:17:29.622     4 Jun 2027 03:20:58.531           208.909
                      21     4 Jun 2027 04:52:42.390     4 Jun 2027 04:59:22.898           400.508
                      22     4 Jun 2027 06:28:37.476     4 Jun 2027 06:34:56.382           378.906
                      23     4 Jun 2027 08:06:35.136     4 Jun 2027 08:11:00.675           265.539
                      24     4 Jun 2027 09:42:27.960     4 Jun 2027 09:46:41.118           253.158
                      25     4 Jun 2027 09:46:46.856     4 Jun 2027 09:47:38.050            51.194
                      26     5 Jun 2027 03:29:13.101     5 Jun 2027 03:33:33.999           260.898
                      27     5 Jun 2027 05:03:56.990     5 Jun 2027 05:11:30.033           453.043
                      28     5 Jun 2027 06:40:45.100     5 Jun 2027 06:47:05.980           380.880
                      29     5 Jun 2027 08:19:00.074     5 Jun 2027 08:22:54.981           234.907
                      30     5 Jun 2027 09:52:17.113     5 Jun 2027 09:53:49.588            92.475
                      31     5 Jun 2027 09:53:53.999     5 Jun 2027 09:58:37.770           283.771
                      32     5 Jun 2027 09:58:55.646     5 Jun 2027 10:00:00.393            64.747
                      33     6 Jun 2027 03:39:07.252     6 Jun 2027 03:40:25.335            78.083
                      34     6 Jun 2027 03:40:57.373     6 Jun 2027 03:45:50.485           293.112
                      35     6 Jun 2027 05:16:05.167     6 Jun 2027 05:23:29.128           443.961
                      36     6 Jun 2027 06:53:03.378     6 Jun 2027 06:58:56.268           352.890
                      37     6 Jun 2027 08:30:58.169     6 Jun 2027 08:34:57.511           239.343
                      38     6 Jun 2027 10:04:17.181     6 Jun 2027 10:10:33.475           376.293
                      39     6 Jun 2027 10:10:36.695     6 Jun 2027 10:12:04.458            87.763
                      40     7 Jun 2027 03:50:32.220     7 Jun 2027 03:58:10.029           457.809
                      41     7 Jun 2027 03:58:38.381     7 Jun 2027 03:59:10.138            31.757
                      42     7 Jun 2027 05:28:08.483     7 Jun 2027 05:35:32.890           444.406
                      43     7 Jun 2027 07:04:52.851     7 Jun 2027 07:10:56.030           363.179
                      44     7 Jun 2027 07:11:03.717     7 Jun 2027 07:11:34.133            30.416
                      45     7 Jun 2027 08:42:57.541     7 Jun 2027 08:47:06.634           249.093
                      46     7 Jun 2027 10:16:43.194     7 Jun 2027 10:23:32.723           409.529
                      47     8 Jun 2027 04:02:02.731     8 Jun 2027 04:10:17.751           495.020
                      48     8 Jun 2027 04:10:35.699     8 Jun 2027 04:11:36.335            60.636
                      49     8 Jun 2027 05:40:07.577     8 Jun 2027 05:47:34.379           446.802
                      50     8 Jun 2027 07:17:00.860     8 Jun 2027 07:22:08.940           308.079
                      51     8 Jun 2027 07:22:20.138     8 Jun 2027 07:23:28.684            68.546
                      52     8 Jun 2027 08:54:10.633     8 Jun 2027 08:59:04.871           294.238
                      53     8 Jun 2027 10:28:57.813     8 Jun 2027 10:30:09.744            71.931
                      54     8 Jun 2027 10:30:52.868     8 Jun 2027 10:34:14.753           201.885
                      55     9 Jun 2027 04:15:02.069     9 Jun 2027 04:23:35.729           513.660
                      56     9 Jun 2027 05:52:29.854     9 Jun 2027 05:59:19.420           409.566
                      57     9 Jun 2027 07:29:29.238     9 Jun 2027 07:33:59.113           269.876
                      58     9 Jun 2027 07:34:04.852     9 Jun 2027 07:35:20.849            75.997
                      59     9 Jun 2027 09:06:23.225     9 Jun 2027 09:10:59.779           276.554
                      60     9 Jun 2027 10:43:32.684     9 Jun 2027 10:46:01.633           148.949
                      61    10 Jun 2027 04:25:44.419    10 Jun 2027 04:25:53.382             8.963
                      62    10 Jun 2027 04:27:40.979    10 Jun 2027 04:34:28.839           407.860
                      63    10 Jun 2027 04:34:31.903    10 Jun 2027 04:35:29.970            58.067
                      64    10 Jun 2027 06:04:39.076    10 Jun 2027 06:11:23.933           404.856
                      65    10 Jun 2027 07:41:57.110    10 Jun 2027 07:46:04.669           247.559
                      66    10 Jun 2027 07:46:06.899    10 Jun 2027 07:46:45.816            38.917
                      67    10 Jun 2027 09:18:24.328    10 Jun 2027 09:23:30.812           306.484
                      68    10 Jun 2027 10:56:40.856    10 Jun 2027 10:57:22.982            42.126
                      69    11 Jun 2027 03:05:43.337    11 Jun 2027 03:09:21.945           218.608
                      70    11 Jun 2027 04:40:54.047    11 Jun 2027 04:47:32.088           398.041
                      71    11 Jun 2027 06:17:13.031    11 Jun 2027 06:23:29.910           376.879
                      72    11 Jun 2027 07:54:36.490    11 Jun 2027 07:59:08.659           272.169
                      73    11 Jun 2027 09:30:48.107    11 Jun 2027 09:35:01.416           253.309
                      74    12 Jun 2027 03:17:43.906    12 Jun 2027 03:21:13.309           209.403
                      75    12 Jun 2027 04:52:56.755    12 Jun 2027 04:59:37.737           400.982
                      76    12 Jun 2027 06:28:51.974    12 Jun 2027 06:35:11.258           379.284
                      77    12 Jun 2027 08:06:50.916    12 Jun 2027 08:11:15.255           264.339
                      78    12 Jun 2027 09:42:42.589    12 Jun 2027 09:46:55.680           253.091
                      79    12 Jun 2027 09:47:01.473    12 Jun 2027 09:47:52.904            51.431
                      80    13 Jun 2027 03:29:27.723    13 Jun 2027 03:33:49.084           261.361
                      81    13 Jun 2027 05:04:11.616    13 Jun 2027 05:11:44.676           453.060
                      82    13 Jun 2027 06:41:00.323    13 Jun 2027 06:47:20.646           380.323
                      83    13 Jun 2027 08:19:13.740    13 Jun 2027 08:23:09.596           235.856
                      84    13 Jun 2027 09:52:31.486    13 Jun 2027 09:54:04.046            92.560
                      85    13 Jun 2027 09:54:07.324    13 Jun 2027 09:58:52.763           285.439
                      86    13 Jun 2027 09:59:10.408    13 Jun 2027 10:00:15.442            65.034

Min Duration           7     2 Jun 2027 04:25:30.331     2 Jun 2027 04:25:38.790             8.459
Max Duration          55     9 Jun 2027 04:15:02.069     9 Jun 2027 04:23:35.729           513.660
Mean Duration                                                                              254.942
Total Duration                                                                           21925.013


Russia-To-KinoSat_110503
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 04:04:09.944     1 Jun 2027 04:12:36.990           507.046
                       2     1 Jun 2027 04:12:46.719     1 Jun 2027 04:13:47.163            60.444
                       3     1 Jun 2027 05:42:20.050     1 Jun 2027 05:49:41.265           441.215
                       4     1 Jun 2027 07:19:14.797     1 Jun 2027 07:24:18.414           303.617
                       5     1 Jun 2027 07:24:29.809     1 Jun 2027 07:25:36.507            66.698
                       6     1 Jun 2027 08:56:21.210     1 Jun 2027 09:01:14.901           293.691
                       7     1 Jun 2027 10:31:20.050     1 Jun 2027 10:32:06.857            46.806
                       8     1 Jun 2027 10:33:03.450     1 Jun 2027 10:36:23.311           199.861
                       9     2 Jun 2027 04:17:13.873     2 Jun 2027 04:25:46.378           512.505
                      10     2 Jun 2027 05:54:46.186     2 Jun 2027 06:01:31.320           405.134
                      11     2 Jun 2027 07:31:41.906     2 Jun 2027 07:36:08.778           266.872
                      12     2 Jun 2027 07:36:14.024     2 Jun 2027 07:37:29.822            75.798
                      13     2 Jun 2027 09:08:32.997     2 Jun 2027 09:13:05.292           272.295
                      14     2 Jun 2027 10:46:05.992     2 Jun 2027 10:48:10.293           124.302
                      15     3 Jun 2027 04:29:53.433     3 Jun 2027 04:36:40.398           406.965
                      16     3 Jun 2027 04:36:43.068     3 Jun 2027 04:37:41.168            58.099
                      17     3 Jun 2027 06:06:51.969     3 Jun 2027 06:13:35.542           403.573
                      18     3 Jun 2027 07:44:30.027     3 Jun 2027 07:49:00.192           270.165
                      19     3 Jun 2027 09:20:36.363     3 Jun 2027 09:25:24.277           287.915
                      20     3 Jun 2027 10:59:19.593     3 Jun 2027 10:59:23.074             3.481
                      21     4 Jun 2027 03:07:56.024     4 Jun 2027 03:11:31.181           215.157
                      22     4 Jun 2027 04:43:06.123     4 Jun 2027 04:49:42.897           396.773
                      23     4 Jun 2027 06:19:28.111     4 Jun 2027 06:25:41.863           373.752
                      24     4 Jun 2027 07:56:46.339     4 Jun 2027 08:01:21.616           275.277
                      25     4 Jun 2027 09:32:58.081     4 Jun 2027 09:37:38.153           280.072
                      26     5 Jun 2027 03:19:51.118     5 Jun 2027 03:23:27.701           216.584
                      27     5 Jun 2027 04:54:48.761     5 Jun 2027 05:01:50.393           421.631
                      28     5 Jun 2027 06:31:00.991     5 Jun 2027 06:37:27.568           386.578
                      29     5 Jun 2027 08:09:01.590     5 Jun 2027 08:13:13.032           251.442
                      30     5 Jun 2027 09:44:42.249     5 Jun 2027 09:49:05.739           263.489
                      31     5 Jun 2027 09:49:12.057     5 Jun 2027 09:50:08.522            56.465
                      32     6 Jun 2027 03:30:27.132     6 Jun 2027 03:30:33.213             6.081
                      33     6 Jun 2027 03:31:36.775     6 Jun 2027 03:36:03.538           266.763
                      34     6 Jun 2027 05:06:22.604     6 Jun 2027 05:13:55.620           453.016
                      35     6 Jun 2027 06:43:22.141     6 Jun 2027 06:49:30.102           367.961
                      36     6 Jun 2027 08:21:23.185     6 Jun 2027 08:25:19.775           236.590
                      37     6 Jun 2027 09:54:38.222     6 Jun 2027 10:01:07.232           389.010
                      38     6 Jun 2027 10:01:23.486     6 Jun 2027 10:02:29.703            66.217
                      39     7 Jun 2027 03:41:19.665     7 Jun 2027 03:42:51.413            91.748
                      40     7 Jun 2027 03:43:20.195     7 Jun 2027 03:48:16.980           296.786
                      41     7 Jun 2027 03:49:14.895     7 Jun 2027 03:49:22.836             7.942
                      42     7 Jun 2027 05:18:30.349     7 Jun 2027 05:25:56.317           445.968
